contig window number,position in contig,number of reads starting in window,%GC content
NZ_LLJK01000001.1-440,44000-44100,76,0.390947752126367
NZ_LLJK01000001.1-441,44100-44200,96,0.364445190532147
NZ_LLJK01000001.1-442,44200-44300,59,0.389221556886228
NZ_LLJK01000001.1-443,44300-44400,58,0.393923641194478
NZ_LLJK01000001.1-444,44400-44500,82,0.379772814051165
NZ_LLJK01000001.1-445,44500-44600,64,0.343857344918165
NZ_LLJK01000001.1-446,44600-44700,46,0.325631718553679
NZ_LLJK01000001.1-447,44700-44800,68,0.341035555974724
NZ_LLJK01000001.1-448,44800-44900,68,0.348827022291444
NZ_LLJK01000001.1-449,44900-45000,56,0.358798735511064
NZ_LLJK01000001.1-450,45000-45100,51,0.347370555630661
NZ_LLJK01000001.1-451,45100-45200,51,0.327654919121669
NZ_LLJK01000001.1-452,45200-45300,44,0.288771320277953
NZ_LLJK01000001.1-453,45300-45400,57,0.279564510073833
NZ_LLJK01000001.1-454,45400-45500,41,0.315727502102607
NZ_LLJK01000001.1-455,45500-45600,54,0.345895294357303
NZ_LLJK01000001.1-456,45600-45700,47,0.350843476404015
NZ_LLJK01000001.1-457,45700-45800,52,0.33234308830036
NZ_LLJK01000001.1-458,45800-45900,52,0.317509357732755
NZ_LLJK01000001.1-459,45900-46000,73,0.306510076845005
NZ_LLJK01000001.1-460,46000-46100,50,0.367679866146124
NZ_LLJK01000001.1-461,46100-46200,65,0.408679265036905
NZ_LLJK01000001.1-462,46200-46300,60,0.440457288027945
NZ_LLJK01000001.1-463,46300-46400,54,0.414659180100223
NZ_LLJK01000001.1-464,46400-46500,50,0.369023938541738
NZ_LLJK01000001.1-465,46500-46600,63,0.341143891788263
NZ_LLJK01000001.1-466,46600-46700,57,0.323307390719176
NZ_LLJK01000001.1-467,46700-46800,74,0.336544549977386
NZ_LLJK01000001.1-468,46800-46900,67,0.355762273901809
NZ_LLJK01000001.1-469,46900-47000,64,0.348714789718318
NZ_LLJK01000001.1-470,47000-47100,45,0.350644122383253
NZ_LLJK01000001.1-471,47100-47200,65,0.386137487917212
NZ_LLJK01000001.1-472,47200-47300,61,0.41678445229682
NZ_LLJK01000001.1-473,47300-47400,65,0.408295397066262
NZ_LLJK01000001.1-474,47400-47500,55,0.379070920813358
NZ_LLJK01000001.1-475,47500-47600,66,0.354125274495451
NZ_LLJK01000001.1-476,47600-47700,42,0.362822210108247
NZ_LLJK01000001.1-477,47700-47800,64,0.380185603210434
NZ_LLJK01000001.1-478,47800-47900,45,0.399151674711131
NZ_LLJK01000001.1-479,47900-48000,75,0.39168570123344
NZ_LLJK01000001.1-480,48000-48100,40,0.391980297083045
NZ_LLJK01000001.1-481,48100-48200,56,0.381015048349259
NZ_LLJK01000001.1-482,48200-48300,42,0.343759331143625
NZ_LLJK01000001.1-483,48300-48400,47,0.323770794824399
NZ_LLJK01000001.1-484,48400-48500,80,0.314820537724604
NZ_LLJK01000001.1-485,48500-48600,57,0.31934481109517
NZ_LLJK01000001.1-486,48600-48700,87,0.297664829718907
NZ_LLJK01000001.1-487,48700-48800,57,0.294299011052938
NZ_LLJK01000001.1-488,48800-48900,46,0.293667691822411
NZ_LLJK01000001.1-489,48900-49000,52,0.305358350236646
NZ_LLJK01000001.1-490,49000-49100,63,0.30515576607761
NZ_LLJK01000001.1-491,49100-49200,41,0.313989795141269
NZ_LLJK01000001.1-492,49200-49300,51,0.321230769230769
NZ_LLJK01000001.1-493,49300-49400,52,0.339697258966317
NZ_LLJK01000001.1-494,49400-49500,54,0.321526932684302
NZ_LLJK01000001.1-495,49500-49600,57,0.314639175257732
NZ_LLJK01000001.1-496,49600-49700,53,0.309536526022194
NZ_LLJK01000001.1-497,49700-49800,56,0.333504098360656
NZ_LLJK01000001.1-498,49800-49900,50,0.353396620211405
NZ_LLJK01000001.1-499,49900-50000,61,0.378155560609506
NZ_LLJK01000001.1-500,50000-50100,57,0.407391622016561
NZ_LLJK01000001.1-501,50100-50200,68,0.4334186333049
NZ_LLJK01000001.1-502,50200-50300,53,0.438561082749614
NZ_LLJK01000001.1-503,50300-50400,85,0.432181701855406
NZ_LLJK01000001.1-504,50400-50500,65,0.405100539480137
NZ_LLJK01000001.1-505,50500-50600,57,0.396229572201461
NZ_LLJK01000001.1-506,50600-50700,65,0.424464860769085
NZ_LLJK01000001.1-507,50700-50800,76,0.429137342492309
NZ_LLJK01000001.1-508,50800-50900,62,0.402304292929293
NZ_LLJK01000001.1-509,50900-51000,78,0.383265741728922
NZ_LLJK01000001.1-510,51000-51100,56,0.361990154711674
NZ_LLJK01000001.1-511,51100-51200,60,0.364770779777206
NZ_LLJK01000001.1-512,51200-51300,55,0.392127865309141
NZ_LLJK01000001.1-513,51300-51400,58,0.408443302580871
NZ_LLJK01000001.1-514,51400-51500,44,0.432598983207518
NZ_LLJK01000001.1-515,51500-51600,60,0.423476814306509
NZ_LLJK01000001.1-516,51600-51700,44,0.408463732367224
NZ_LLJK01000001.1-517,51700-51800,40,0.387889125799574
NZ_LLJK01000001.1-518,51800-51900,65,0.371594389811382
NZ_LLJK01000001.1-519,51900-52000,79,0.375821230982019
NZ_LLJK01000001.1-520,52000-52100,54,0.369957856712824
NZ_LLJK01000001.1-521,52100-52200,43,0.343334297281666
NZ_LLJK01000001.1-522,52200-52300,58,0.30663082437276
NZ_LLJK01000001.1-523,52300-52400,75,0.298652559233134
NZ_LLJK01000001.1-524,52400-52500,46,0.278736759513535
NZ_LLJK01000001.1-525,52500-52600,73,0.280038581664523
NZ_LLJK01000001.1-526,52600-52700,44,0.277980434422152
NZ_LLJK01000001.1-527,52700-52800,57,0.267874492770189
NZ_LLJK01000001.1-528,52800-52900,60,0.278769785388385
NZ_LLJK01000001.1-529,52900-53000,56,0.27769944777347
NZ_LLJK01000001.1-530,53000-53100,55,0.282216058986674
NZ_LLJK01000001.1-531,53100-53200,63,0.262813401375638
NZ_LLJK01000001.1-532,53200-53300,65,0.296908771048002
NZ_LLJK01000001.1-533,53300-53400,52,0.353313271510164
NZ_LLJK01000001.1-534,53400-53500,72,0.372845506502858
NZ_LLJK01000001.1-535,53500-53600,72,0.369102335615796
NZ_LLJK01000001.1-536,53600-53700,60,0.355196596918832
NZ_LLJK01000001.1-537,53700-53800,64,0.377662606892977
NZ_LLJK01000001.1-538,53800-53900,46,0.377806728484941
NZ_LLJK01000001.1-539,53900-54000,37,0.36382297397159
NZ_LLJK01000001.1-540,54000-54100,124,0.372398760260209
NZ_LLJK01000001.1-541,54100-54200,79,0.378378378378378
NZ_LLJK01000001.1-542,54200-54300,51,0.38602437911479
NZ_LLJK01000001.1-543,54300-54400,55,0.389103072910761
NZ_LLJK01000001.1-544,54400-54500,82,0.3582279035153
NZ_LLJK01000001.1-545,54500-54600,67,0.359028511087645
NZ_LLJK01000001.1-546,54600-54700,57,0.362154415716248
NZ_LLJK01000001.1-547,54700-54800,56,0.38271530378065
NZ_LLJK01000001.1-548,54800-54900,61,0.42001174858038
NZ_LLJK01000001.1-549,54900-55000,49,0.403943420488641
NZ_LLJK01000001.1-550,55000-55100,54,0.375690235690236
NZ_LLJK01000001.1-551,55100-55200,71,0.365071793159376
NZ_LLJK01000001.1-552,55200-55300,66,0.3709661153691
NZ_LLJK01000001.1-553,55300-55400,48,0.377403035413154
NZ_LLJK01000001.1-554,55400-55500,63,0.370074920498033
NZ_LLJK01000001.1-555,55500-55600,52,0.364684891352832
NZ_LLJK01000001.1-556,55600-55700,77,0.390871259075615
NZ_LLJK01000001.1-557,55700-55800,75,0.389740265753044
NZ_LLJK01000001.1-558,55800-55900,70,0.379960934031785
NZ_LLJK01000001.1-559,55900-56000,36,0.369416612042326
NZ_LLJK01000001.1-560,56000-56100,66,0.373853331236568
NZ_LLJK01000001.1-561,56100-56200,66,0.394204111523775
NZ_LLJK01000001.1-562,56200-56300,70,0.385376242309513
NZ_LLJK01000001.1-563,56300-56400,62,0.382514221288372
NZ_LLJK01000001.1-564,56400-56500,36,0.372258669165886
NZ_LLJK01000001.1-565,56500-56600,47,0.350296861747243
NZ_LLJK01000001.1-566,56600-56700,60,0.350215579189422
NZ_LLJK01000001.1-567,56700-56800,36,0.341573033707865
NZ_LLJK01000001.1-568,56800-56900,59,0.350381263616558
NZ_LLJK01000001.1-569,56900-57000,51,0.340007826767545
NZ_LLJK01000001.1-570,57000-57100,36,0.333062843747182
NZ_LLJK01000001.1-571,57100-57200,52,0.325216560944001
NZ_LLJK01000001.1-572,57200-57300,60,0.336361584471279
NZ_LLJK01000001.1-573,57300-57400,62,0.339389971080919
NZ_LLJK01000001.1-574,57400-57500,53,0.339054501656128
NZ_LLJK01000001.1-575,57500-57600,43,0.357221609702315
NZ_LLJK01000001.1-576,57600-57700,56,0.38065126174576
NZ_LLJK01000001.1-577,57700-57800,52,0.385570555272542
NZ_LLJK01000001.1-578,57800-57900,63,0.381447204632787
NZ_LLJK01000001.1-579,57900-58000,70,0.373578776394153
NZ_LLJK01000001.1-580,58000-58100,72,0.361913180121783
NZ_LLJK01000001.1-581,58100-58200,54,0.353413654618474
NZ_LLJK01000001.1-582,58200-58300,71,0.335751596053395
NZ_LLJK01000001.1-583,58300-58400,70,0.373780867399875
NZ_LLJK01000001.1-584,58400-58500,51,0.421045558392689
NZ_LLJK01000001.1-585,58500-58600,62,0.455088483224474
NZ_LLJK01000001.1-586,58600-58700,57,0.418913434220444
NZ_LLJK01000001.1-587,58700-58800,70,0.393971516799558
NZ_LLJK01000001.1-588,58800-58900,78,0.373177842565598
NZ_LLJK01000001.1-589,58900-59000,78,0.376844826148587
NZ_LLJK01000001.1-590,59000-59100,63,0.374053784860558
NZ_LLJK01000001.1-591,59100-59200,63,0.416297561235925
NZ_LLJK01000001.1-592,59200-59300,60,0.448709607460421
NZ_LLJK01000001.1-593,59300-59400,56,0.43221787309113
NZ_LLJK01000001.1-594,59400-59500,50,0.398782146790179
NZ_LLJK01000001.1-595,59500-59600,62,0.360152630144454
NZ_LLJK01000001.1-596,59600-59700,44,0.343513315416565
NZ_LLJK01000001.1-597,59700-59800,75,0.340481400437637
NZ_LLJK01000001.1-598,59800-59900,74,0.341891452713682
NZ_LLJK01000001.1-599,59900-60000,74,0.337863646457917
NZ_LLJK01000001.1-600,60000-60100,57,0.364832921456968
NZ_LLJK01000001.1-601,60100-60200,59,0.39713561863399
NZ_LLJK01000001.1-602,60200-60300,63,0.413120309852336
NZ_LLJK01000001.1-603,60300-60400,62,0.429269069483518
NZ_LLJK01000001.1-604,60400-60500,54,0.40755185250842
NZ_LLJK01000001.1-605,60500-60600,55,0.3665602459501
NZ_LLJK01000001.1-606,60600-60700,68,0.29781525488693
NZ_LLJK01000001.1-607,60700-60800,50,0.236373011196229
NZ_LLJK01000001.1-608,60800-60900,52,0.203826602654617
NZ_LLJK01000001.1-609,60900-61000,74,0.237489355307319
NZ_LLJK01000001.1-610,61000-61100,67,0.29044173455447
NZ_LLJK01000001.1-611,61100-61200,66,0.355474981870921
NZ_LLJK01000001.1-612,61200-61300,53,0.377253478523896
NZ_LLJK01000001.1-613,61300-61400,32,0.38464787245275
NZ_LLJK01000001.1-614,61400-61500,71,0.357864357864358
NZ_LLJK01000001.1-615,61500-61600,78,0.355432480860075
NZ_LLJK01000001.1-616,61600-61700,53,0.352571681939107
NZ_LLJK01000001.1-617,61700-61800,72,0.346166202612979
NZ_LLJK01000001.1-618,61800-61900,62,0.347359517893958
NZ_LLJK01000001.1-619,61900-62000,53,0.337336030803367
NZ_LLJK01000001.1-620,62000-62100,74,0.335338647415651
NZ_LLJK01000001.1-621,62100-62200,70,0.350190657769304
NZ_LLJK01000001.1-622,62200-62300,60,0.365574566848383
NZ_LLJK01000001.1-623,62300-62400,50,0.343984962406015
NZ_LLJK01000001.1-624,62400-62500,49,0.301979858875111
NZ_LLJK01000001.1-625,62500-62600,35,0.305807189854105
NZ_LLJK01000001.1-626,62600-62700,28,0.302954292084727
NZ_LLJK01000001.1-627,62700-62800,63,0.362603419746277
NZ_LLJK01000001.1-628,62800-62900,34,0.365889498432602
NZ_LLJK01000001.1-629,62900-63000,50,0.336052734629944
NZ_LLJK01000001.1-630,63000-63100,45,0.298162327718224
NZ_LLJK01000001.1-631,63100-63200,67,0.254630108639421
NZ_LLJK01000001.1-632,63200-63300,57,0.27147831592276
NZ_LLJK01000001.1-633,63300-63400,52,0.318697674418605
NZ_LLJK01000001.1-634,63400-63500,79,0.364679471189823
NZ_LLJK01000001.1-635,63500-63600,45,0.372013153087322
NZ_LLJK01000001.1-636,63600-63700,66,0.340513363323631
NZ_LLJK01000001.1-637,63700-63800,44,0.328810455340048
NZ_LLJK01000001.1-638,63800-63900,45,0.33364953432218
NZ_LLJK01000001.1-639,63900-64000,77,0.365738886663997
NZ_LLJK01000001.1-640,64000-64100,59,0.393630573248408
NZ_LLJK01000001.1-641,64100-64200,55,0.389318253220232
NZ_LLJK01000001.1-642,64200-64300,52,0.384270066439217
NZ_LLJK01000001.1-643,64300-64400,66,0.371018248569269
NZ_LLJK01000001.1-644,64400-64500,58,0.357402876409859
NZ_LLJK01000001.1-645,64500-64600,68,0.353367091003739
NZ_LLJK01000001.1-646,64600-64700,63,0.362602653190145
NZ_LLJK01000001.1-647,64700-64800,44,0.383400746733043
NZ_LLJK01000001.1-648,64800-64900,52,0.401402613962385
NZ_LLJK01000001.1-649,64900-65000,64,0.384513605246505
NZ_LLJK01000001.1-650,65000-65100,61,0.350118380781891
NZ_LLJK01000001.1-651,65100-65200,69,0.341280088536383
NZ_LLJK01000001.1-652,65200-65300,63,0.371667371984765
NZ_LLJK01000001.1-653,65300-65400,63,0.40102000396118
NZ_LLJK01000001.1-654,65400-65500,45,0.402071102413568
NZ_LLJK01000001.1-655,65500-65600,41,0.386239466617279
NZ_LLJK01000001.1-656,65600-65700,45,0.371765267935345
NZ_LLJK01000001.1-657,65700-65800,53,0.39610978790972
NZ_LLJK01000001.1-658,65800-65900,51,0.41558520684823
NZ_LLJK01000001.1-659,65900-66000,66,0.432
NZ_LLJK01000001.1-660,66000-66100,58,0.422062750333778
NZ_LLJK01000001.1-661,66100-66200,89,0.402901394631719
NZ_LLJK01000001.1-662,66200-66300,62,0.395884292247155
NZ_LLJK01000001.1-663,66300-66400,64,0.394805707796376
NZ_LLJK01000001.1-664,66400-66500,53,0.400244723156929
NZ_LLJK01000001.1-665,66500-66600,56,0.391350334939476
NZ_LLJK01000001.1-666,66600-66700,72,0.401671799384074
NZ_LLJK01000001.1-667,66700-66800,70,0.403661266956407
NZ_LLJK01000001.1-668,66800-66900,73,0.401409387049594
NZ_LLJK01000001.1-669,66900-67000,52,0.426263615224575
NZ_LLJK01000001.1-670,67000-67100,50,0.410841474944847
NZ_LLJK01000001.1-671,67100-67200,52,0.414264131940073
NZ_LLJK01000001.1-672,67200-67300,48,0.366323815003956
NZ_LLJK01000001.1-673,67300-67400,65,0.354932924112668
NZ_LLJK01000001.1-674,67400-67500,50,0.346278729229006
NZ_LLJK01000001.1-675,67500-67600,67,0.369349503858875
NZ_LLJK01000001.1-676,67600-67700,50,0.382530533827364
NZ_LLJK01000001.1-677,67700-67800,53,0.367248354567961
NZ_LLJK01000001.1-678,67800-67900,103,0.359288142371526
NZ_LLJK01000001.1-679,67900-68000,54,0.371019211983067
NZ_LLJK01000001.1-680,68000-68100,56,0.373401899864295
NZ_LLJK01000001.1-681,68100-68200,56,0.369686134286849
NZ_LLJK01000001.1-682,68200-68300,44,0.334578663345787
NZ_LLJK01000001.1-683,68300-68400,66,0.282913815102656
NZ_LLJK01000001.1-684,68400-68500,66,0.283631123919308
NZ_LLJK01000001.1-685,68500-68600,41,0.286606720302887
NZ_LLJK01000001.1-686,68600-68700,84,0.301934703748489
NZ_LLJK01000001.1-687,68700-68800,57,0.313677639046538
NZ_LLJK01000001.1-688,68800-68900,72,0.314156401642404
NZ_LLJK01000001.1-689,68900-69000,76,0.31202778983934
NZ_LLJK01000001.1-690,69000-69100,60,0.308081641635033
NZ_LLJK01000001.1-691,69100-69200,50,0.327594828202014
NZ_LLJK01000001.1-692,69200-69300,56,0.354449919848008
NZ_LLJK01000001.1-693,69300-69400,64,0.343121172353456
NZ_LLJK01000001.1-694,69400-69500,46,0.333737404348814
NZ_LLJK01000001.1-695,69500-69600,62,0.335556811758055
NZ_LLJK01000001.1-696,69600-69700,81,0.366483909415971
NZ_LLJK01000001.1-697,69700-69800,54,0.403368133233905
NZ_LLJK01000001.1-698,69800-69900,77,0.399703582562478
NZ_LLJK01000001.1-699,69900-70000,60,0.406071294960184
NZ_LLJK01000001.1-700,70000-70100,54,0.399023755287992
NZ_LLJK01000001.1-701,70100-70200,49,0.401864072385877
NZ_LLJK01000001.1-702,70200-70300,29,0.404096613781672
NZ_LLJK01000001.1-703,70300-70400,30,0.389244851258581
NZ_LLJK01000001.1-704,70400-70500,31,0.376384557479299
NZ_LLJK01000001.1-705,70500-70600,120,0.374781671559701
NZ_LLJK01000001.1-706,70600-70700,73,0.388135907909395
NZ_LLJK01000001.1-707,70700-70800,75,0.392239214791144
NZ_LLJK01000001.1-708,70800-70900,49,0.393008041433829
NZ_LLJK01000001.1-709,70900-71000,53,0.349709489993544
NZ_LLJK01000001.1-710,71000-71100,44,0.312019160981274
NZ_LLJK01000001.1-711,71100-71200,66,0.309716308663828
NZ_LLJK01000001.1-712,71200-71300,50,0.333891105676406
NZ_LLJK01000001.1-713,71300-71400,53,0.34047619047619
NZ_LLJK01000001.1-714,71400-71500,42,0.311460873420528
NZ_LLJK01000001.1-715,71500-71600,50,0.275871295738845
NZ_LLJK01000001.1-716,71600-71700,72,0.244134371864099
NZ_LLJK01000001.1-717,71700-71800,65,0.267263285824771
NZ_LLJK01000001.1-718,71800-71900,74,0.306686112756939
NZ_LLJK01000001.1-719,71900-72000,73,0.347950599606229
NZ_LLJK01000001.1-720,72000-72100,61,0.378274826550689
NZ_LLJK01000001.1-721,72100-72200,61,0.37814360019304
NZ_LLJK01000001.1-722,72200-72300,74,0.357008746622705
NZ_LLJK01000001.1-723,72300-72400,53,0.331234780542852
NZ_LLJK01000001.1-724,72400-72500,58,0.317061991520568
NZ_LLJK01000001.1-725,72500-72600,48,0.322299538271444
NZ_LLJK01000001.1-726,72600-72700,74,0.331096576913276
NZ_LLJK01000001.1-727,72700-72800,95,0.338737115981187
NZ_LLJK01000001.1-728,72800-72900,62,0.346445717825616
NZ_LLJK01000001.1-729,72900-73000,64,0.360964041473638
NZ_LLJK01000001.1-730,73000-73100,55,0.35244686109738
NZ_LLJK01000001.1-731,73100-73200,71,0.338726775651398
NZ_LLJK01000001.1-732,73200-73300,40,0.351751637710054
NZ_LLJK01000001.1-733,73300-73400,38,0.329410639112132
NZ_LLJK01000001.1-734,73400-73500,41,0.321883064874967
NZ_LLJK01000001.1-735,73500-73600,33,0.321288545088482
NZ_LLJK01000001.1-736,73600-73700,29,0.292517843957667
NZ_LLJK01000001.1-737,73700-73800,46,0.308741112505228
NZ_LLJK01000001.1-738,73800-73900,49,0.291872105184521
NZ_LLJK01000001.1-739,73900-74000,57,0.274791922059488
NZ_LLJK01000001.1-740,74000-74100,43,0.26933838794115
NZ_LLJK01000001.1-741,74100-74200,46,0.286512758201701
NZ_LLJK01000001.1-742,74200-74300,50,0.297832905617337
NZ_LLJK01000001.1-743,74300-74400,70,0.310224938102513
NZ_LLJK01000001.1-744,74400-74500,50,0.3381604179065
NZ_LLJK01000001.1-745,74500-74600,63,0.365716979155756
NZ_LLJK01000001.1-746,74600-74700,77,0.380395086321381
NZ_LLJK01000001.1-747,74700-74800,76,0.358872816707658
NZ_LLJK01000001.1-748,74800-74900,52,0.334515671353025
NZ_LLJK01000001.1-749,74900-75000,82,0.287029072767934
NZ_LLJK01000001.1-750,75000-75100,52,0.287166068277247
NZ_LLJK01000001.1-751,75100-75200,34,0.300661139678875
NZ_LLJK01000001.1-752,75200-75300,66,0.313001520952431
NZ_LLJK01000001.1-753,75300-75400,55,0.301315541008372
NZ_LLJK01000001.1-754,75400-75500,51,0.296242993485835
NZ_LLJK01000001.1-755,75500-75600,74,0.306195682646482
NZ_LLJK01000001.1-756,75600-75700,60,0.278327444051826
NZ_LLJK01000001.1-757,75700-75800,44,0.263652862563933
NZ_LLJK01000001.1-758,75800-75900,76,0.224483502929386
NZ_LLJK01000001.1-759,75900-76000,90,0.231978319783198
NZ_LLJK01000001.1-760,76000-76100,39,0.250454876273654
NZ_LLJK01000001.1-761,76100-76200,68,0.274920035656232
NZ_LLJK01000001.1-762,76200-76300,51,0.278941050946919
NZ_LLJK01000001.1-763,76300-76400,58,0.290976891349794
NZ_LLJK01000001.1-764,76400-76500,70,0.330294017260715
NZ_LLJK01000001.1-765,76500-76600,50,0.350588405169302
NZ_LLJK01000001.1-766,76600-76700,61,0.339024390243903
NZ_LLJK01000001.1-767,76700-76800,50,0.289393308343746
NZ_LLJK01000001.1-768,76800-76900,41,0.272836015658982
NZ_LLJK01000001.1-769,76900-77000,51,0.266556540021024
NZ_LLJK01000001.1-770,77000-77100,49,0.285725416861462
NZ_LLJK01000001.1-771,77100-77200,93,0.302020644852736
NZ_LLJK01000001.1-772,77200-77300,54,0.315514827542319
NZ_LLJK01000001.1-773,77300-77400,49,0.318811483637824
NZ_LLJK01000001.1-774,77400-77500,60,0.28983744332633
NZ_LLJK01000001.1-775,77500-77600,55,0.28694707236001
NZ_LLJK01000001.1-776,77600-77700,74,0.292665941240479
NZ_LLJK01000001.1-777,77700-77800,67,0.354421874192381
NZ_LLJK01000001.1-778,77800-77900,71,0.405226700251889
NZ_LLJK01000001.1-779,77900-78000,65,0.42356110449153
NZ_LLJK01000001.1-780,78000-78100,61,0.425603754149021
NZ_LLJK01000001.1-781,78100-78200,62,0.376040110945167
NZ_LLJK01000001.1-782,78200-78300,58,0.40297288467821
NZ_LLJK01000001.1-783,78300-78400,74,0.417663617171006
NZ_LLJK01000001.1-784,78400-78500,67,0.44627164808058
NZ_LLJK01000001.1-785,78500-78600,70,0.451287182752661
NZ_LLJK01000001.1-786,78600-78700,63,0.434848189957182
NZ_LLJK01000001.1-787,78700-78800,44,0.414190943178541
NZ_LLJK01000001.1-788,78800-78900,59,0.408083511777302
NZ_LLJK01000001.1-789,78900-79000,63,0.37121844356353
NZ_LLJK01000001.1-790,79000-79100,50,0.363921345112568
NZ_LLJK01000001.1-791,79100-79200,60,0.338533023564554
NZ_LLJK01000001.1-792,79200-79300,68,0.341935155494477
NZ_LLJK01000001.1-793,79300-79400,42,0.350099272005294
NZ_LLJK01000001.1-794,79400-79500,66,0.367695730020075
NZ_LLJK01000001.1-795,79500-79600,50,0.394709932510737
NZ_LLJK01000001.1-796,79600-79700,50,0.403408256206846
NZ_LLJK01000001.1-797,79700-79800,54,0.419767957902745
NZ_LLJK01000001.1-798,79800-79900,72,0.412983366656741
NZ_LLJK01000001.1-799,79900-80000,72,0.397657054582904
NZ_LLJK01000001.1-800,80000-80100,52,0.399535493091948
NZ_LLJK01000001.1-801,80100-80200,58,0.385075264225472
NZ_LLJK01000001.1-802,80200-80300,60,0.382167628527559
NZ_LLJK01000001.1-803,80300-80400,47,0.382603101994139
NZ_LLJK01000001.1-804,80400-80500,54,0.378689624329159
NZ_LLJK01000001.1-805,80500-80600,54,0.384079276924752
NZ_LLJK01000001.1-806,80600-80700,57,0.375620518477661
NZ_LLJK01000001.1-807,80700-80800,60,0.354853746649575
NZ_LLJK01000001.1-808,80800-80900,50,0.352362459546926
NZ_LLJK01000001.1-809,80900-81000,69,0.363947491795593
NZ_LLJK01000001.1-810,81000-81100,62,0.37155550854181
NZ_LLJK01000001.1-811,81100-81200,69,0.385034524872
NZ_LLJK01000001.1-812,81200-81300,74,0.381267003497862
NZ_LLJK01000001.1-813,81300-81400,57,0.385779377847781
NZ_LLJK01000001.1-814,81400-81500,49,0.384386852085967
NZ_LLJK01000001.1-815,81500-81600,77,0.372348581650907
NZ_LLJK01000001.1-816,81600-81700,52,0.371502967179363
NZ_LLJK01000001.1-817,81700-81800,61,0.347368421052632
NZ_LLJK01000001.1-818,81800-81900,71,0.348378575332483
NZ_LLJK01000001.1-819,81900-82000,78,0.345812927510422
NZ_LLJK01000001.1-820,82000-82100,66,0.356872812135356
NZ_LLJK01000001.1-821,82100-82200,57,0.382677671776182
NZ_LLJK01000001.1-822,82200-82300,57,0.415540349488209
NZ_LLJK01000001.1-823,82300-82400,56,0.435777225485766
NZ_LLJK01000001.1-824,82400-82500,78,0.413765182186235
NZ_LLJK01000001.1-825,82500-82600,57,0.395252122682377
NZ_LLJK01000001.1-826,82600-82700,60,0.369695084007467
NZ_LLJK01000001.1-827,82700-82800,97,0.377144355382426
NZ_LLJK01000001.1-828,82800-82900,67,0.388947469325153
